CASEID,age,sex,education,weekly_working_hours,salary
13992,20-29,Female,Graduated high school or partial postsecondary education,30,17000
13993,70+,Male,Graduated high school or partial postsecondary education,40,52500
13994,40-49,Male,Graduated high school or partial postsecondary education,40,52500
13995,30-39,Male,Less than high school graduation,40,23000
13996,40-49,Female,Non-university postsecondary certificate or diploma,30,43000
13996,50-59,Male,Graduated high school or partial postsecondary education,44,100000
13998,40-49,Male,Non-university postsecondary certificate or diploma,40,110000
13998,40-49,Female,Non-university postsecondary certificate or diploma,40,0
13999,60-69,Male,Less than high school graduation,60,38000
14000,20-29,Female,Non-university postsecondary certificate or diploma,35,0
14001,40-49,Female,Non-university postsecondary certificate or diploma,37.5,55000
14001,16-19,Female,Graduated high school or partial postsecondary education,35,5500
14001,16-19,Female,Less than high school graduation,14,9000
14002,30-39,Female,University degree or certificate,35,38000
14003,60-69,Female,Graduated high school or partial postsecondary education,40,26000
14003,50-59,Male,Non-university postsecondary certificate or diploma,40,42000
14004,30-39,Male,Non-university postsecondary certificate or diploma,40,36000
14004,20-29,Female,Non-university postsecondary certificate or diploma,40,19000
14005,70+,Male,Graduated high school or partial postsecondary education,20,33000
14006,40-49,Female,University degree or certificate,35,65000
14006,50-59,Male,Non-university postsecondary certificate or diploma,62,30000
14009,40-49,Female,Less than high school graduation,40,50000
14010,40-49,Female,University degree or certificate,30,48000
14010,40-49,Male,Non-university postsecondary certificate or diploma,70,67500
14011,30-39,Male,Non-university postsecondary certificate or diploma,50,125000
14011,40-49,Female,Graduated high school or partial postsecondary education,30,11500
14014,50-59,Female,Less than high school graduation,36,23000
14014,50-59,Male,Non-university postsecondary certificate or diploma,40,0
14016,70+,Male,Less than high school graduation,24,29000
14021,30-39,Female,Non-university postsecondary certificate or diploma,40,45000
14022,60-69,Female,Graduated high school or partial postsecondary education,37.5,30000
14023,60-69,Male,University degree or certificate,35,13500
14024,50-59,Male,Less than high school graduation,40,40000
14025,20-29,Female,Graduated high school or partial postsecondary education,40,67500
14025,30-39,Male,Graduated high school or partial postsecondary education,40,72500
14026,30-39,Female,Graduated high school or partial postsecondary education,72,35000
14028,40-49,Female,University degree or certificate,35,105000
14028,50-59,Male,Non-university postsecondary certificate or diploma,35,160000
14029,20-29,Male,Non-university postsecondary certificate or diploma,84,120000
14029,20-29,Female,Non-university postsecondary certificate or diploma,35,52500
14031,50-59,Female,Less than high school graduation,15,8500
14031,50-59,Male,Less than high school graduation,40,87500
14031,20-29,Female,Graduated high school or partial postsecondary education,40,8750
14032,20-29,Female,University degree or certificate,45,43000
14033,30-39,Male,Non-university postsecondary certificate or diploma,44,33000
14035,20-29,Female,Less than high school graduation,40,16500
14035,30-39,Male,Graduated high school or partial postsecondary education,36,19000
14036,30-39,Male,Graduated high school or partial postsecondary education,42,110000
14037,20-29,Female,Graduated high school or partial postsecondary education,30,15000
14037,30-39,Male,Non-university postsecondary certificate or diploma,41,145000
14038,20-29,Female,University degree or certificate,35,39000
14038,40-49,Male,Non-university postsecondary certificate or diploma,40,67500
14039,50-59,Male,Graduated high school or partial postsecondary education,35,225
14039,50-59,Female,Graduated high school or partial postsecondary education,30,375
14041,30-39,Female,Graduated high school or partial postsecondary education,35,50000
14042,30-39,Female,Non-university postsecondary certificate or diploma,50,0
14042,30-39,Male,University degree or certificate,40,120000
14043,60-69,Female,Non-university postsecondary certificate or diploma,25,57500
14044,50-59,Male,Graduated high school or partial postsecondary education,40,67500
14044,50-59,Female,Non-university postsecondary certificate or diploma,32,39000
14046,50-59,Male,Less than high school graduation,40,19000
14047,20-29,Female,University degree or certificate,30,13500
14048,70+,Male,Less than high school graduation,50,0
14049,40-49,Female,University degree or certificate,32,72500
14049,40-49,Male,University degree or certificate,40,100000
14051,60-69,Male,University degree or certificate,38.7,120000
14051,50-59,Female,Non-university postsecondary certificate or diploma,40,65000
14052,20-29,Male,University degree or certificate,40,0
14056,50-59,Male,Less than high school graduation,32,50000
14056,30-39,Female,Less than high school graduation,24,23000
14056,50-59,Female,Less than high school graduation,30,24000
14057,40-49,Male,Less than high school graduation,80,130000
14058,50-59,Male,Non-university postsecondary certificate or diploma,60,92500
14058,40-49,Female,Graduated high school or partial postsecondary education,44,43000
14059,40-49,Female,University degree or certificate,38.5,100000
14060,50-59,Male,Non-university postsecondary certificate or diploma,40,100000
14062,50-59,Female,Graduated high school or partial postsecondary education,30,19000
14062,30-39,Female,Graduated high school or partial postsecondary education,35,21000
14062,30-39,Male,Graduated high school or partial postsecondary education,24,1050
14063,40-49,Female,University degree or certificate,18,14500
14063,50-59,Male,University degree or certificate,40,43000
14066,30-39,Female,University degree or certificate,37.5,13500
14066,30-39,Male,Non-university postsecondary certificate or diploma,40,37000
14068,20-29,Male,Graduated high school or partial postsecondary education,35,4000
14069,40-49,Male,Non-university postsecondary certificate or diploma,60,0
14069,30-39,Female,University degree or certificate,40,18000
14070,50-59,Female,Non-university postsecondary certificate or diploma,37.5,105000
14070,50-59,Male,Graduated high school or partial postsecondary education,40,77500
14070,20-29,Male,University degree or certificate,30,3100
14070,20-29,Male,Graduated high school or partial postsecondary education,25,6000
14071,60-69,Male,Graduated high school or partial postsecondary education,20,4000
14071,60-69,Female,Graduated high school or partial postsecondary education,4,3900
14072,40-49,Female,University degree or certificate,40,13000
14072,50-59,Male,University degree or certificate,86,0
14073,50-59,Female,University degree or certificate,22,0
14073,50-59,Male,University degree or certificate,40,52500
14073,20-29,Male,Graduated high school or partial postsecondary education,20,33000
14074,60-69,Male,University degree or certificate,35,130000
14076,40-49,Female,Non-university postsecondary certificate or diploma,51,39000
14076,16-19,Female,Less than high school graduation,20,10250
14078,40-49,Female,University degree or certificate,10,1800
14078,40-49,Male,University degree or certificate,40,34000
14080,50-59,Female,Graduated high school or partial postsecondary education,40,12000
14081,20-29,Male,University degree or certificate,40,35000
14083,20-29,Female,Graduated high school or partial postsecondary education,35,9000
14084,30-39,Female,University degree or certificate,37.5,90000
14084,30-39,Male,Non-university postsecondary certificate or diploma,37.5,85000
14086,40-49,Male,University degree or certificate,35,140000
14086,40-49,Female,University degree or certificate,35,140000
14087,30-39,Male,Non-university postsecondary certificate or diploma,50,105000
14087,30-39,Female,Graduated high school or partial postsecondary education,15,24000
14088,20-29,Male,Non-university postsecondary certificate or diploma,65,32000
14090,60-69,Male,Non-university postsecondary certificate or diploma,9.5,0
14090,60-69,Female,Graduated high school or partial postsecondary education,1.5,0
14091,40-49,Female,Non-university postsecondary certificate or diploma,40,62500
14091,40-49,Male,Less than high school graduation,40,60000
14092,20-29,Female,Non-university postsecondary certificate or diploma,40,43000
14092,20-29,Male,Graduated high school or partial postsecondary education,35,32000
14093,50-59,Male,Non-university postsecondary certificate or diploma,40,105000
14093,40-49,Female,Non-university postsecondary certificate or diploma,20,22000
14093,20-29,Male,University degree or certificate,15,6250
14094,40-49,Female,Non-university postsecondary certificate or diploma,40,0
14094,40-49,Male,Graduated high school or partial postsecondary education,60,1500
14095,20-29,Female,University degree or certificate,40,75000
14098,60-69,Female,Non-university postsecondary certificate or diploma,41,38000
14098,50-59,Male,Less than high school graduation,40,90000
14099,40-49,Male,University degree or certificate,37.5,92500
14100,50-59,Female,Graduated high school or partial postsecondary education,40,33000
14100,20-29,Male,Graduated high school or partial postsecondary education,40,24000
